,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre01.g001750.t1.2|PACid:30788712|","2","2","182.33",,"1.31064535504232","Condition 2","Condition 1","trigger factor type chaperone family protein","499.6687609662","654.888540620102","499.6687609662","742.818736558281"
"Cre12.g523850.t1.2|PACid:30792125|","2","2","115.71",,"1.87885506827512","Condition 2","Condition 1","Insulinase (Peptidase family M16) protein","169.443652396738","318.360065092658","169.443652396738","361.105450247791"
"Cre10.g452600.t1.2|PACid:30790670|","2","2","103.24",,"1.18343039597862","Condition 2","Condition 1","Protein of unknown function (DUF2361)","539.8729164357","638.902019275632","539.8729164357","724.685746208783"
"Cre01.g054000.t1.2|PACid:30789486|","2","2","86.81",,"1.76306823216955","Condition 1","Condition 2","D111/G-patch domain-containing protein","381.221152000753","216.225977557114","381.221152000753","245.258082097405"
"Cre12.g521200.t1.2|PACid:30793594|","2","2","208.04",,"1.16269426527395","Condition 2","Condition 1","replication factor C1","326.548855101059","379.676481157775","326.548855101059","430.654663414117"
"Cre11.g467547.t1.1|PACid:30775820|","2","2","74.63",,"1.11620517049295","Condition 2","Condition 1","Glutamyl/glutaminyl-tRNA synthetase, class Ic","382.393187804564","426.829253388736","382.393187804564","484.13851680489"
"Cre15.g643600.t1.2|PACid:30783744|","2","1","80.15",,"2.71449709536765","Condition 1","Condition 2","ATP binding cassette protein 1","627.969353618975","231.33911422879","627.969353618975","262.400420665822"
"Cre12.g534700.t1.2|PACid:30793163|","2","2","82.66",,"1.10694495824591","Condition 2","Condition 1","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","534.836018354763","592.034034006119","534.836018354763","671.524917390544"
"Cre09.g386550.t1.2|PACid:30780664|","2","2","82.27",,"1.74003299472983","Condition 1","Condition 2","ARF-GAP domain 7","979.554398716249","562.951623149159","979.554398716249","638.537686207081"
"Cre02.g074100.t1.2|PACid:30785783|","2","2","117.8",,"1.31581786702803","Condition 2","Condition 1","None","453.914857330485","597.269279384934","453.914857330485","677.463085669044"
"Cre03.g149100.t1.2|PACid:30787831|","2","2","73.03",,"1.36050732377515","Condition 2","Condition 1","citrate synthase 2","239.279002249973","325.540834986698","239.279002249973","369.250363602292"
"Cre17.g711100.t1.1|PACid:30781786|","2","2","99.14",,"1.38067760549598","Condition 1","Condition 2","DNA-binding bromodomain-containing protein","497.131034289034","360.063082293893","497.131034289034","408.407824051365"
"Cre10.g432450.t1.1|PACid:30790853|","2","2","83.72",,"1.18326417645782","Condition 1","Condition 2","None","486.134578054336","410.841963888074","486.134578054336","466.004655160848"
"Cre03.g205450.t1.1|PACid:30787664|","2","2","78.75",,"1.14028728230465","Condition 1","Condition 2","None","1560.47774198147","1368.4952609728","1560.47774198147","1552.23959145668"
"Cre14.g608050.t1.1|PACid:30776352|","2","2","86.62",,"1.25408922450377","Condition 1","Condition 2","Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain","787.350622337137","627.826638609932","787.350622337137","712.123302735261"
"Cre03.g164950.t1.1|PACid:30788229|","2","2","45.33",,"1.40135555402516","Condition 1","Condition 2","arginine/serine-rich 45","795.731234969645","567.829650857728","795.731234969645","644.070674119718"
"Cre06.g294650.t1.2|PACid:30778561|","2","2","64.57",,"1.12390106149441","Condition 1","Condition 2","alanine:glyoxylate aminotransferase","449.588838913043","400.02528186533","449.588838913043","453.735645130104"
"Cre12.g517500.t1.1|PACid:30792075|","2","2","96.15",,"1.00713398727113","Condition 2","Condition 1","golgin candidate 1","467.071944633674","470.40402994139","467.071944633674","533.563966262294"
"Cre06.g293950.t1.2|PACid:30778403|","2","1","102.03",,"2.2528004714448","Condition 2","Condition 1","serine hydroxymethyltransferase 4","177.213264296194","399.226125352737","177.213264296194","452.829187932923"
"Cre08.g374100.t1.1|PACid:30773395|","2","2","123",,"1.48713039482775","Condition 1","Condition 2","None","9316.81108511818","6264.95909001802","9316.81108511818","7106.13899493488"
"Cre06.g294100.t1.1|PACid:30779855|","2","2","48.34",,"1.2229065181505","Condition 1","Condition 2","None","695.801810439811","568.973834150569","695.801810439811","645.368483953395"
"Cre04.g217000.t1.1|PACid:30791178|","2","2","75.7",,"1.33208885777868","Condition 2","Condition 1","None","458.375581144263","610.5970043201","458.375581144263","692.580289870178"
"Cre12.g533250.t1.1|PACid:30793295|","2","2","98.13",,"1.4586885863484","Condition 1","Condition 2","ubiquitin-specific protease 2","668.931038891104","458.58385754952","668.931038891104","520.156729797726"
"Cre16.g680000.t1.2|PACid:30777101|","2","2","80.37",,"2.25916351174974","Condition 2","Condition 1","delta subunit of Mt ATP synthase","311.031779545491","702.671647343763","311.031779545491","797.017557828982"
"Cre10.g429601.t1.1|PACid:30790532|","2","2","106.03",,"1.06219018687155","Condition 2","Condition 1","TatD related DNase","649.831095629303","690.244212901431","649.831095629303","782.921523804058"
"Cre06.g300700.t1.1|PACid:30779548|","2","2","83.84",,"2.43871851917488","Condition 2","Condition 1","NAD(P)-binding Rossmann-fold superfamily protein","75.8278791083399","184.922853051262","75.8278791083399","209.75196776878"
"Cre06.g304350.t1.2|PACid:30778764|","2","2","198.44",,"1.43053942686495","Condition 2","Condition 1","cytochrome C oxidase 6B","517.407174053056","740.171362225673","517.407174053056","839.552262747625"
"Cre03.g164700.t1.2|PACid:30787903|","2","2","85.29",,"1.86139604214913","Condition 2","Condition 1","None","569.699372249192","1060.43615671949","569.699372249192","1202.81818550256"
"Cre13.g575600.t1.2|PACid:30783956|","2","2","102.04",,"1.33290933000702","Condition 1","Condition 2","None","474.977680633534","356.346579576447","474.977680633534","404.192316095806"
"Cre02.g146000.t1.2|PACid:30785656|","2","2","89.6",,"1.02964561832611","Condition 1","Condition 2","None","937.236688157941","910.251713285205","937.236688157941","1032.46886404867"
"Cre12.g522850.t1.2|PACid:30792053|","2","2","197.51",,"1.21538932895958","Condition 1","Condition 2","P-loop containing nucleoside triphosphate hydrolases superfamily protein","1006.42393633878","828.067115909533","1006.42393633878","939.249552668838"
"Cre13.g569700.t1.1|PACid:30784035|","2","2","115.65",,"1.04490174346963","Condition 2","Condition 1","None","391.66971514794","409.256368222336","391.66971514794","464.206165653"
"Cre02.g085100.t1.2|PACid:30784835|","2","1","37.07",,"1.15877587060843","Condition 1","Condition 2","None","355.369006537055","306.6762223401","355.369006537055","347.852848051724"
"Cre07.g333150.t1.2|PACid:30774302|","2","1","107.52",,"6.47062483848334","Condition 1","Condition 2","None","1331.3687724767","205.755828178838","1331.3687724767","233.382132755883"
"Cre12.g526750.t1.2|PACid:30792129|","2","2","58.29",,"1.08312252515706","Condition 1","Condition 2","RNA-binding (RRM/RBD/RNP motifs) family protein","291.357115261252","268.997374252746","291.357115261252","305.114958173977"
"Cre04.g225000.t1.1|PACid:30791556|","2","2","89.46",,"1.23438574160701","Condition 1","Condition 2","None","357.327382276739","289.477891903989","357.327382276739","328.345342128094"
"Cre12.g518050.t1.2|PACid:30793333|;Cre12.g517925.t1.1|PACid:30792678|","2","1","36.82",,"1.60654453526405","Condition 1","Condition 2","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]","107.73421270171","67.059586794463","107.73421270171","76.0635046226588"
"Cre02.g119550.t1.2|PACid:30785436|","2","2","76.06",,"1.80572804383095","Condition 2","Condition 1","Present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018] but TargetP predicts mitochondrial localization; Volvox homolog NipA is NaCl-inducible [PMID: 17184518]","113.604753229713","205.139288819387","113.604753229713","232.682812246179"
"Cre09.g387800.t1.2|PACid:30780709|","2","2","94.86",,"5.86672730302053","Condition 2","Condition 1","ferritin 3","38.8462322048694","227.900251095782","38.8462322048694","258.499830245904"
"Cre06.g257150.t1.2|PACid:30778478|","2","2","48.67",,"4.91853999544739","Condition 2","Condition 1","Zinc-binding ribosomal protein family protein","46.8810880979856","230.586506840035","46.8810880979856","261.546762623326"
"Cre12.g521700.t1.2|PACid:30793339|","2","2","108.46",,"1.1211272365815","Condition 1","Condition 2","Glycogen/starch synthases, ADP-glucose type","415.547341484275","370.651365808707","415.547341484275","420.417769095368"
"Cre08.g362850.t1.1|PACid:30774157|","2","2","160.74",,"1.12790188848843","Condition 1","Condition 2","None","485.868360318459","430.771829781756","485.868360318459","488.610452765588"
"Cre06.g286500.t1.2|PACid:30779482|","2","2","128.27",,"1.14533942541082","Condition 1","Condition 2","None","443.413270278038","387.145732033971","443.413270278038","439.126791348497"
"Cre03.g185600.t1.1|PACid:30786535|","2","2","120.55",,"1.14872639917118","Condition 1","Condition 2","Dihydrolipoamide succinyltransferase","178.386015226481","155.290254803223","178.386015226481","176.140676951712"
"Cre10.g456700.t1.2|PACid:30790851|","2","2","122.89",,"3.66691015694473","Condition 1","Condition 2","CASC3/Barentsz eIF4AIII binding","2309.87687786156","629.924590185799","2309.87687786156","714.502940860354"
"Cre01.g003524.t1.1|PACid:30788840|;Cre51.g761547.t1.1|PACid:30786521|","2","2","41.16",,"1.17273260192942","Condition 2","Condition 1","calcium-dependent protein kinase 17","373.250528047892","437.723062929133","373.250528047892","496.495010066236"
"Cre16.g694450.t1.2|PACid:30777921|","2","2","161.21",,"1.0261697926599","Condition 2","Condition 1","Molecular chaperone Hsp40/DnaJ family protein","437.718147436492","449.173140598381","437.718147436492","509.48246014394"
"Cre16.g681578.t1.1|PACid:30778263|","2","1","34.28",,"1.09553485912407","Condition 1","Condition 2","anaphase-promoting complex subunit 8","388.655241253873","354.763007326505","388.655241253873","402.396121682575"
"Cre12.g509050.t1.1|PACid:30791680|","2","2","174.52",,"1.11327700477068","Condition 2","Condition 1","PsbP-like protein 1","4887.36283443489","5440.98865754721","4887.36283443489","6171.53617682816"
"Cre12.g512600.t1.2|PACid:30792347|","2","2","80.07",,"3.6701625105592","Condition 2","Condition 1","ribosomal protein L18","114.872858559773","421.602058966847","114.872858559773","478.209480464545"
"Cre12.g508050.t1.2|PACid:30793557|","2","2","243.94",,"1.1009621521389","Condition 1","Condition 2","auxin response factor 17","10878.6342554526","9881.02473306465","10878.6342554526","11207.7244490586"
"Cre06.g252200.t1.2|PACid:30779515|","2","2","62.69",,"1.19751021451463","Condition 2","Condition 1","translocon at the outer envelope membrane of chloroplasts 34","441.029563156928","528.137406783347","441.029563156928","599.049054766635"
"Cre07.g349100.t1.1|PACid:30774605|","2","2","109.29",,"1.35656710477047","Condition 1","Condition 2","RNA helicase family protein","276.398476793924","203.748473497513","276.398476793924","231.105255736788"
"Cre07.g332800.t1.2|PACid:30774480|","2","2","86.67",,"1.07472412571221","Condition 2","Condition 1","None","658.18366535047","707.365864301844","658.18366535047","802.342055195558"
"Cre12.g556050.t1.2|PACid:30792151|","2","2","91.86",,"3.32916747897331","Condition 2","Condition 1","ribosomal protein L9","95.9729081619847","319.509884715372","95.9729081619847","362.409653186821"
"Cre06.g262100.t1.1|PACid:30779887|","2","2","56.21",,"1.16045249052119","Condition 2","Condition 1","glutathione-disulfide reductase","321.567692810636","373.164029993257","321.567692810636","423.267802221915"
"Cre09.g391100.t1.2|PACid:30781295|","2","2","65.99",,"1.27571386038737","Condition 2","Condition 1","None","279.346362777804","356.366026844443","279.346362777804","404.214374498337"
"Cre01.g043450.t1.2|PACid:30788632|","2","2","104.56",,"2.45609718443639","Condition 2","Condition 1","None","75.4314841620652","185.267055868306","75.4314841620652","210.142385810657"
"Cre16.g674200.t1.1|PACid:30777092|","2","2","89.77",,"1.73565932765653","Condition 2","Condition 1","None","746.841570140413","1296.26253749585","746.841570140413","1470.30836642639"
"Cre12.g511900.t1.2|PACid:30792739|","2","2","119.48",,"1.08384696510758","Condition 2","Condition 1","D-ribulose-5-phosphate-3-epimerase","292.448647305155","316.96957883151","292.448647305155","359.528266981261"
"Cre10.g450400.t1.2|PACid:30790863|","2","2","155.38",,"1.94688123467573","Condition 2","Condition 1","NADH-ubiquinone oxidoreductase 24 kDa subunit, putative","383.135350029249","745.919023312861","383.135350029249","846.071647470569"
"Cre16.g656350.t1.1|PACid:30777626|","2","2","104.33",,"1.55827386824456","Condition 1","Condition 2","None","596.796620923401","382.98570815136","596.796620923401","434.408211784397"
"Cre01.g055000.t1.1|PACid:30789186|","2","2","100.32",,"1.54541755358405","Condition 1","Condition 2","None","198.128212302627","128.203676632985","198.128212302627","145.417253764231"
"Cre12.g494450.t1.2|PACid:30791769|","2","2","72.25",,"2.34676703371036","Condition 2","Condition 1","small subunit ribosomal protein 16","154.254374771403","361.99908151913","154.254374771403","410.603764901249"
"Cre02.g097250.t1.1|PACid:30785786|","2","2","184.93",,"4.36332316311961","Condition 2","Condition 1","ARM repeat superfamily protein","91.7630291909863","400.391750787051","91.7630291909863","454.151318889128"
"Cre17.g730650.t1.2|PACid:30782629|","2","2","65.9",,"1.10970831334231","Condition 1","Condition 2","None","204.123023013452","183.942951998492","204.123023013452","208.640497928002"
"Cre09.g391912.t1.1|PACid:30780424|","2","2","98.08",,"1.33918646651129","Condition 1","Condition 2","None","632.75304820203","472.490623244136","632.75304820203","535.930721068218"
"Cre09.g387393.t1.1|PACid:30780858|","2","2","75.7",,"1.11845616249206","Condition 1","Condition 2","histone deacetylase 1","384.131616247471","343.448075239334","384.131616247471","389.561962835825"
"Cre01.g049900.t1.1|PACid:30788726|","2","2","53.87",,"1.24342895940503","Condition 1","Condition 2","None","2237.73366758741","1799.6473788564","2237.73366758741","2041.28139262711"
"Cre17.g737100.t1.2|PACid:30782033|","2","2","193.59",,"1.25778554872745","Condition 2","Condition 1","Found in the flagellar proteome [PMID: 15998802]; identified in the flagellar basal body proteome [PMID: 15137946]; upregulated by deflagellation","970.12374975904","1220.2076329242","970.12374975904","1384.04176590001"
"Cre01.g042700.t1.2|PACid:30788335|;Cre01.g042650.t1.2|PACid:30789128|","2","2","39.71",,"1.05328219227513","Condition 1","Condition 2","None","279.692815272784","265.544046338271","279.692815272784","301.197960823676"
"Cre03.g192850.t1.2|PACid:30786830|","2","2","147.58",,"1.14738771229108","Condition 2","Condition 1","Domain of unknown function (DUF1726) ;Putative ATPase (DUF699)","697.590380498346","800.406630796258","697.590380498346","907.875165532706"
"Cre12.g551900.t1.2|PACid:30792387|","2","2","58.21",,"1.29701902439258","Condition 2","Condition 1","Eukaryotic protein of unknown function (DUF842)","198.422093467882","257.357230087645","198.422093467882","291.911921862044"
"Cre01.g045500.t1.2|PACid:30788639|","2","2","74.11",,"1.02453654209411","Condition 1","Condition 2","None","252.023065193026","245.987385357581","252.023065193026","279.015477393412"
"Cre07.g345800.t1.1|PACid:30775293|","2","2","67.12",,"1.72823242264386","Condition 1","Condition 2","None","348.430022128056","201.610626882596","348.430022128056","228.680365968609"
"Cre03.g154425.t3.1|PACid:30787856|;Cre03.g154425.t1.1|PACid:30787854|","2","2","83.16",,"1.43645430241151","Condition 1","Condition 2","CLIP-associated protein","597.402737391804","415.887046590267","597.402737391804","471.727128110408"
"Cre07.g347500.t1.1|PACid:30774488|","2","2","118.22",,"1.13375030262652","Condition 1","Condition 2","None","597.926211064367","527.387917497507","597.926211064367","598.198933486692"
"Cre02.g074800.t1.1|PACid:30786322|","2","1","56.61",,"1.24274817183504","Condition 1","Condition 2","Similar to guanylate cyclase 1 (GCYB2) from Homo sapiens","125.52934287972","101.009476999965","125.52934287972","114.571759057626"
"Cre13.g583100.t1.1|PACid:30784115|","2","2","82.34",,"1.50351968522914","Condition 1","Condition 2","KDO transferase A","249.451324141892","165.911578406687","249.451324141892","188.188098291886"
"Cre10.g427700.t1.2|PACid:30790252|","2","2","92.24",,"2.12441255615067","Condition 2","Condition 1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","349.166726410686","741.774177776888","349.166726410686","841.370284210577"
"Cre14.g630200.t1.2|PACid:30776176|","2","2","46.19",,"1.03910010297914","Condition 1","Condition 2","None","233.141018302251","224.368198630552","233.141018302251","254.493538202382"
"Cre02.g113350.t1.2|PACid:30785384|","2","2","52.25",,"1.6675353956255","Condition 2","Condition 1","Protein kinase superfamily protein","194.263304787147","323.940936803754","194.263304787147","367.435651215125"
"Cre07.g338050.t1.2|PACid:30774560|","2","2","106.01",,"3.14746171076872","Condition 2","Condition 1","Mitochondrial ATP synthase associated protein 3; unknown evolutionary origin [PMID: 11744727, PMID: 15710684]","46.5070354601231","146.379113392101","46.5070354601231","166.033059557714"
"Cre01.g004350.t1.2|PACid:30788641|","2","2","119.05",,"1.26109545550504","Condition 2","Condition 1","Endosomal targeting BRO1-like domain-containing protein","444.337142004016","560.351550493364","444.337142004016","635.588508499209"
"Cre06.g292650.t1.1|PACid:30780127|","2","2","40.71",,"1.08860579998502","Condition 1","Condition 2","BAH domain ;TFIIS helical bundle-like domain","226.309710241692","207.889495210118","226.309710241692","235.802281758507"
"Cre17.g718900.t1.2|PACid:30782006|","2","2","71.9",,"1.05076266094048","Condition 2","Condition 1","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]","233.566850815575","245.423325670462","233.566850815575","278.375682866344"
"Cre04.g217935.t1.1|PACid:30791378|","2","1","27.23",,"1.29612384163716","Condition 1","Condition 2","ARM repeat superfamily protein","313.207137558887","241.649082824732","313.207137558887","274.094682164339"
"Cre09.g405400.t1.2|PACid:30781215|","2","2","124.69",,"1.0402704683289","Condition 1","Condition 2","PREFOLDIN 1","4701.88814034296","4519.87082541728","4701.88814034296","5126.74222817214"
"Cre02.g112750.t1.2|PACid:30785823|","2","2","41.39",,"1.3975071708734","Condition 2","Condition 1","squamosa promoter binding protein-like 9","214.060772106973","299.151464022191","214.060772106973","339.31775983454"
"Cre03.g172300.t1.2|PACid:30787311|","2","2","103.15",,"9.79760535431416","Condition 2","Condition 1","phosphate transporter 3;1","28.6002419353508","280.213883520473","28.6002419353508","317.837479223068"
"Cre01.g044850.t1.2|PACid:30788853|","2","2","76.35",,"2.26190756216384","Condition 2","Condition 1","Zinc finger, C3HC4 type (RING finger) family protein","227.78575134275","515.230313515338","227.78575134275","584.408959362149"
"Cre09.g411950.t1.1|PACid:30780499|","2","2","144.12",,"1.05210925204","Condition 1","Condition 2","myb domain protein 26","518.660307750942","492.97191023202","518.660307750942","559.161977655822"
"Cre05.g245701.t1.1|PACid:30783206|","2","2","33.14",,"3.23345382356013","Condition 1","Condition 2","TRAF-like family protein","294.712215251868","91.1447113004944","294.712215251868","103.382476700684"
"Cre03.g160450.t1.2|PACid:30787741|","2","1","57.89",,"1.14824107118333","Condition 2","Condition 1","Transducin/WD40 repeat-like superfamily protein","220.100372335777","252.728287298683","220.100372335777","286.661462858987"
"Cre02.g092650.t1.1|PACid:30786337|","2","2","62.87",,"1.03579216220448","Condition 2","Condition 1","None","475.78161636341","492.810869150201","475.78161636341","558.979314003138"
"Cre09.g400664.t1.1|PACid:30780275|","2","2","77.87",,"1.00657794361633","Condition 2","Condition 1","None","363.129029178328","365.517671457715","363.129029178328","414.594786839382"
"Cre06.g308650.t1.1|PACid:30779830|","2","2","83.49",,"5.03288103269092","Condition 1","Condition 2","None","344.182678844063","68.3868099818842","344.182678844063","77.5689306456543"
"Cre13.g589167.t1.2|PACid:30783895|","2","2","147.3",,"1.05436487324893","Condition 1","Condition 2","None","6555.24934247371","6217.24936859317","6555.24934247371","7052.02341221787"
"gi|41179034|ref|NP_958390.1|","2","2","73.18",,"2.700298391275","Condition 2","Condition 1","ribosomal protein S2 (chloroplast) [Chlamydomonas reinhardtii]","201.418025380361","543.888769908377","201.418025380361","616.915312808845"
"Cre01.g070932.t1.1|PACid:30788643|","2","2","99.86",,"1.05963969816992","Condition 1","Condition 2","Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein","426.583503662769","402.574105518614","426.583503662769","456.626692764026"
"Cre17.g737050.t1.2|PACid:30781825|","2","2","96.88",,"1.03495537544712","Condition 1","Condition 2","Ypt/Rab-GAP domain of gyp1p superfamily protein","279.85446195145","270.4024430334","279.85446195145","306.708681917311"
"Cre12.g516400.t1.2|PACid:30792573|","2","2","105.66",,"1.06125916209347","Condition 2","Condition 1","YTH family protein","481.945917128777","511.469520186457","481.945917128777","580.143214008946"
"Cre06.g265950.t1.1|PACid:30780047|","2","1","44.56",,"1.41459179889829","Condition 1","Condition 2","Flagellar inner arm dynein heavy chain (monomeric). Has not been identified in Chlamydomonas flagella in mass spec proteomic study by Yagi et al. [PMID: 19351714]; novel minor type found exclusively at the flagellar basal portion. Most similar to DH","166.343681686102","117.591295111179","166.343681686102","133.379975135966"
"Cre09.g389430.t1.1|PACid:30781306|","2","2","90.53",,"3.55321832449889","Condition 2","Condition 1","phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative","92.8818207794452","330.029387606347","92.8818207794452","374.34158260995"
"Cre17.g701700.t1.2|PACid:30782624|;Cre14.g630883.t1.1|PACid:30776762|","2","2","59.31",,"2.08586428515871","Condition 2","Condition 1","Plant stearoyl-acyl-carrier-protein desaturase family protein","156.546469767915","326.534690256571","156.546469767915","370.377661256927"
"Cre10.g448000.t1.1|PACid:30790552|","2","2","109.85",,"2.1659671067586","Condition 1","Condition 2","None","426.368459887724","196.849000410625","426.368459887724","223.279408186506"
"Cre16.g677026.t1.1|PACid:30778135|","2","2","63.18",,"2.03042289171828","Condition 2","Condition 1","Transketolase family protein","105.41197216512","214.03088134523","105.41197216512","242.768255976472"
"Cre12.g486650.t1.2|PACid:30791767|","2","2","69.94",,"1.18534428438419","Condition 1","Condition 2","None","725.912185613615","612.406197234707","725.912185613615","694.63239845303"
"Cre06.g251600.t1.2|PACid:30780109|","2","2","30.46",,"2.80107230003217","Condition 1","Condition 2","Translation initiation factor IF2/IF5","386.23990277696","137.890015467478","386.23990277696","156.404152341049"
"Cre12.g549150.t1.1|PACid:30793620|","2","2","74.73",,"1.0416354754427","Condition 1","Condition 2","glycine-rich protein","139.764323538074","134.177768358623","139.764323538074","152.193471383675"
"Cre02.g088750.t1.2|PACid:30786209|","2","1","56",,"1.77340170361693","Condition 2","Condition 1","phosphotransferases, alcohol group as acceptor;binding;inositol or phosphatidylinositol kinases","109.559772719769","194.293487589121","109.559772719769","220.380773246993"
"Cre11.g467781.t1.1|PACid:30775790|","2","2","111.61",,"1.32037986736158","Condition 1","Condition 2","ABC transporter family protein","548.982845994037","415.776444010034","548.982845994037","471.60167520688"
"Cre02.g095101.t1.1|PACid:30785386|","2","2","62.64",,"1.1596886784106","Condition 2","Condition 1","splicing factor-related","210.275714031666","243.854364907229","210.275714031666","276.596061786471"
"Cre16.g680900.t1.2|PACid:30777306|","2","2","97.22",,"1.75233487851182","Condition 2","Condition 1","RNA polymerase II large subunit","209.582528565277","367.258774731633","209.582528565277","416.569663561036"
"Cre02.g142166.t1.1|PACid:30786493|","2","1","73.21",,"1.22916438122332","Condition 1","Condition 2","None","338.586040469348","275.460341709847","338.586040469348","312.445691608946"
"Cre12.g490500.t1.2|PACid:30791855|","2","2","67.73",,"1.59311588358153","Condition 2","Condition 1","Conserved expressed protein of unknown function","169.445206561024","269.945849969121","169.445206561024","306.190783279463"
"Cre16.g682850.t1.2|PACid:30777466|","2","2","83.72",,"1.50286502738532","Condition 1","Condition 2","None","150.349179464723","100.041704827146","150.349179464723","113.474046610239"
"Cre07.g335550.t1.1|PACid:30775272|","2","2","93.42",,"Infinity","Condition 1","Condition 2","None","186.112425565744","0","186.112425565744","0"
"Cre12.g492350.t1.2|PACid:30792781|","2","2","83.25",,"4.04123895007585","Condition 2","Condition 1","TraB family protein","40.9568781852113","165.516531395588","40.9568781852113","187.740009337103"
"Cre05.g232750.t1.2|PACid:30783053|","2","2","61.38",,"1.66608086645105","Condition 1","Condition 2","NIMA-related kinase 5","238.515558822123","143.159653066655","238.515558822123","162.381330594671"
"Cre08.g358200.t1.1|PACid:30773608|","2","2","86.78",,"1.10035743726392","Condition 2","Condition 1","Protein kinase superfamily protein","473.189229463788","520.677287873661","473.189229463788","590.587284924364"
"Cre01.g030150.t1.2|PACid:30788439|","2","2","87.97",,"1.19455849400603","Condition 1","Condition 2","E2F target gene 1","206.128835396904","172.556502198262","206.128835396904","195.725218869244"
"Cre08.g370500.t1.1|PACid:30773664|","2","2","144.09",,"1.39105203650498","Condition 2","Condition 1","None","298.611240264638","415.383773893403","298.611240264638","471.156282286056"
"Cre06.g278229.t1.1|PACid:30778862|","2","2","70.64",,"1.07160298986559","Condition 1","Condition 2","squamosa promoter binding protein-like 14","244.440744707892","228.107561307337","244.440744707892","258.734975465084"
"Cre06.g280450.t1.1|PACid:30778672|","2","2","87.26",,"1.53776866896666","Condition 1","Condition 2","None","314.668643915844","204.626775318093","314.668643915844","232.101484878411"
"Cre12.g532550.t1.1|PACid:30791692|","2","1","80.71",,"7.02097956468389","Condition 2","Condition 1","Ribosomal protein L13 family protein","32.232086420091","226.300820082584","32.232086420091","256.685647754161"
"Cre03.g164000.t1.2|PACid:30787251|","2","2","47.46",,"1.18577058663876","Condition 1","Condition 2","Protein withunknown function, chloroplast location proposed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]","298.810507745615","251.996896459235","298.810507745615","285.831870057173"
"Cre06.g268450.t1.1|PACid:30779513|","2","2","170.71",,"2.13350753529547","Condition 2","Condition 1","Transducin family protein / WD-40 repeat family protein","195.385621311898","416.856695357321","195.385621311898","472.8269691175"
"Cre16.g652150.t1.2|PACid:30777732|","2","2","124.79",,"1.04504821274211","Condition 2","Condition 1","fructose-2,6-bisphosphatase","342.219702046767","357.636087989111","342.219702046767","405.654963478473"
"Cre17.g744897.t1.1|PACid:30782020|","2","2","80.75",,"1.19900922612505","Condition 1","Condition 2","None","5763.16254602032","4806.60400307818","5763.16254602032","5451.97433035205"
"Cre06.g269450.t1.2|PACid:30778445|","2","2","70.81",,"1.8968453449528","Condition 1","Condition 2","eukaryotic translation initiation factor 3G1","175.432568025196","92.4864899987724","175.432568025196","104.904412565452"
"Cre05.g245900.t1.2|PACid:30783324|","2","1","55.7",,"1.51533818835061","Condition 2","Condition 1","branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)","301.731809129229","457.225733013639","301.731809129229","518.616253381882"
"Cre03.g157600.t1.1|PACid:30787966|","2","2","76.8",,"1.6170414473498","Condition 1","Condition 2","None","518.890061327492","320.888535156542","518.890061327492","363.973411468338"
"Cre14.g613850.t1.1|PACid:30776602|","2","2","108.23",,"1.41510976969209","Condition 2","Condition 1","ribonuclease II family protein","258.125679228358","365.276170484455","258.125679228358","414.320860153071"
"Cre17.g729800.t1.2|PACid:30781893|","2","2","302.56",,"1.21655024607868","Condition 2","Condition 1","63 kDa inner membrane family protein","8340.76302874001","10146.9573150976","8340.76302874001","11509.363113263"
"Cre06.g278219.t1.1|PACid:30779163|","2","1","45.18",,"2.85161973392748","Condition 1","Condition 2","CLIP-associated protein","426.07128270237","149.413779696198","426.07128270237","169.475182682591"
"Cre07.g316100.t1.1|PACid:30774342|","2","2","47.68",,"1.9099836544651","Condition 1","Condition 2","TRS120","178.637430433302","93.5282508914091","178.637430433302","106.086048007312"
"Cre17.g726650.t1.2|PACid:30782816|","2","2","69.31",,"1.05724398532393","Condition 2","Condition 1","None","280.693329632347","296.761334474347","280.693329632347","336.606713754456"
"Cre17.g734200.t1.2|PACid:30782833|","2","2","59.15",,"2.06455572905215","Condition 2","Condition 1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","83.0272748342988","171.414435926739","83.0272748342988","194.429810303879"
"Cre01.g055453.t1.1|PACid:30789656|","2","2","79.42",,"1.62362865960482","Condition 2","Condition 1","VALINE-TOLERANT 1","88.1784911464272","143.169125386049","88.1784911464272","162.392074737969"
"Cre16.g657250.t1.2|PACid:30777851|;Cre16.g657200.t1.1|PACid:30777228|","2","2","166.51",,"1.42230409963221","Condition 2","Condition 1","glyoxal oxidase-related protein","6548.73556942012","9314.29344779353","6548.73556942012","10564.899615241"
